StartNode k=1 k=2 k=3 k=4
112 8 16 16 16
763 5 15 16 16
58 8 16 16 16
31 6 16 16 16
903 5 16 16 16
569 7 16 16 16
851 8 16 16 16
312 9 16 16 16
167 7 16 16 16

125 8 16 16 16
437 6 16 16 16
31 6 16 16 16
838 2 15 16 16
631 8 16 16 16
588 8 16 16 16
648 9 16 16 16
630 6 16 16 16
888 5 16 16 16

11730 5 16 16 16
7590 9 16 16 16
19536 4 16 16 16
3269 4 16 16 16
18305 7 16 16 16
14812 6 16 16 16
7390 7 16 16 16
2005 7 16 16 16
2866 7 16 16 16

